TEAM NAMES,Series Number,Filename,Name,Description,Gender,Attributes,UUID,HASH
,247,nonso-malay,nonso malay,Nonso Malay is an enterprising man who made his fortune after he travelled abroad.,Male,hair: orange; eyes: squint; teeth: none and moustache; clothing: agbada; accessories: none; expression: mischevious smile; strength: action person; weakness: doesn't trust anyone,573f741e-7dfd-4145-a532-2cbf0194c5bd,cd45cfeaff65147604d01258e7877f1f18eafd9378f9cd1eeeb6fe76b287229d
,248,saro-texaco,saro texaco,An oil tycoon who dominates.,Male,hair: none; eyes: black; teeth: white; clothing: agbada; accessories: cap; expression: smiling; strength: negotiations; weakness: stingy,ba8a51d0-24d6-43fe-bf56-12eb50f6fc4a,c00ba50d7f3a624ae4a8b590e9dd28288980d80bb6bba9d27f25c8529cb28467
,249,akpos-agbero,akpos agbero,A Warri boy always in the mood for violence.,Male,hair: none; eyes: black; teeth: rabbit front teeth; clothing: brown polo and blue pinafore; accessories: cap; expression: angry; strength: physically fit; weakness: short-tempered,70875603-9e90-467f-9d44-af15f71b70e9,77fa81a68d4584a3a040b4ac33cbfe19d28588e922c5cd5d2d90d52266cd07d5
,250,kasali-danfo,kasali danfo,A danfo driver popular for his positive outlook of life.,Male,hair: none; eyes: black; teeth: missing two front teeth; clothing: green polo and blue pinafore; accessories: chewing stick and bandana; expression: hopeful; strength: optimistic; weakness: over promises a lot,afaa2a41-1bc0-47bf-acef-d9638d6c5369,bf751257598addff229ba666531bc6c5e4ab229dd998ccdebafa56adcd80ff16
,251,osaz-benz,osaz benz,Osaz benz is an Edo born car dealer who buys only Mercedes Benz cars for his clients.,Male,hair: red; eyes: black; teeth: gold tooth; clothing: white polo and blue pinafore; accessories: none; expression: unamused; strength: technology savy; weakness:reckless,a11e8485-d8dd-4970-b0d3-cde7ab9f53e3,61d87c1acfe9b4f9debbd4a069b6da35669dcc324fceecb77e9e8d68ddf51209
,252,kareem-kasanova,kareem kasanova,Abuja big boy; he has sweet mouth for wooing ladies.,Male,hair: none; eyes: black; teeth: none; clothing: agbada; accessories: bubble gum and cap; expression: charming; strength: chivalry; weakness: unfaithful,9b765dd9-5d2f-4050-9583-4200e4b2d5d4,7aa888c84fac8152da7ad1116a8ce01115d9670ab7961773e9ca0bd52bf3fdd6
,253,mayor-of-uyo,mayor of uyo,Essien is a top Lagos businessman who hails from Uyo.,Male,hair: none; eyes: cyan and left side eyed; teeth: none; clothing: chieftancy; accessories: candy bar; expression: joyful; strength: wealthy; weakness: loves women a lot,6ae4ca87-8d71-48e5-8098-fc5241a0ba36,57cfaad4f62ac38966f32b7577492834d5f46a63df81f10d87fdc3b63053e475
,254,chinedu-china,chinedu china,An Nnewi blooded spareparts importer and exporter with goods from china.,Male,hair: none; eyes: cyan; teeth: none; clothing: wrapper; accessories: none; expression:smirking; strength:business acumen; weakness:brags a lot,76a09cf1-b5fd-4bc0-bf61-0c0b9024b264,a900b0e226f22a911b05c1af9c62f7d5189a5dd0cccaffc9490d394a735c613d
,255,papa-ekene,papa ekene,The oldest man of the Akwauzu clan.,Male,hair: none; eyes: black; teeth: missing two teeth; clothing: ankara native top; accessories: chewing stick; expression: lighthearted; strength: wisdom; weakness: talks too much,8b8d34d0-3d41-4170-aa3f-755beae83b00,a0bfb84fa19107a9b52da886efa9a3d9ad2a027d8a52440f947e8c081158673f
,256,ogbeni-rauf,ogbeni rauf,Minister of enjoyment for Freedom state.,Male,hair: none; eyes: squint; teeth: gold tooth; clothing: agbada; accessories: cap; expression: grinning; strength: persuasive speaker; weakness: manipulative,048f1180-33be-4a58-881e-22e7f0f96455,9e25c8b37dcbd6349f1446d2366b2d2712fb3ea88bdbe7b378304b87dd958bdc
,257,koffi-banku,koffi banku,He loves food so much and doesnt joke with his meal time.,Male,hair: orange afro hairstyle; eyes: azure and bold; teeth: missing two front teeth; clothing: wearing ankara print with white inner; accessories: none; expression: anticipating; strength: cooks well; weakness: always hungry for food,9699105f-607a-4c0b-81c0-373c6d35f4fe,a2eb08d4354bdba95a1477e039eeeb3d67cab580372fa7f16bfe438e4eabeb13
,258,alhaji-bello,alhaji bello,Rich Hausa business mongul controlling half of cow production in Nigeria.,Male,hair: none; eyes: squinting; teeth: missing a front tooth; clothing: ankara agbada; accessories: cap; expression: smiling; strength: wealthy; weakness: dishonest,1f0839dd-b4c9-4adb-9328-a2b4ceff999b,b8ff1700cddbced358c6720e4b73e35993e1a03305947c6f7087b76a3fb50d4e
,259,toju-mafejopami,toju mafejopami,Toju is a street hustler does not like stress.,Male,hair: none; eyes: closed; teeth: white with one gold tooth; clothing: yellow shirt with a blue jean pinafore; accessories: cap; expression: sleeping; strength: street smart; weakness: nonchalance,3c733806-3fd3-4c49-afd1-97f6a0802485,19962e203e13c757381c4c4072ebe2dfd974b71684ebb4eb12e09c5e1a2845be
,260,femi-maserati,femi maserati,Rich kid who resides in lekki; known by everybody because he drives a maserati.,Male,hair: none; eyes: black and side eyed; teeth: white; clothing: green polo and blue pinafore; accessories: bandana; expression: confident; strength: relatable and easily makes friends; weakness: shouts a lot,dc5bb7ae-6280-4038-a0cc-6f7ba98bc5cf,38652c9f1755b0dfe74765275d6c904a0a0e368dab9aa18c4c26ce99460b0b69
,261,paul-the-comedian,paul the comedian,Paul is a funny man; he always makes great jokes at parties.,Male,hair:black; eyes: glasses; teeth: none; clothing: black and yellow v neck; expression: cool; strength: trustworthiness; weakness: slow,f8112915-64ca-41e5-9ca4-5b60c47d7a01,befc6a9d7592f59e3c42d9eb3b4a876aa8ffd58a0378ee9b045e6fc1c95a9a5c
,262,amina-lagos-housewife,amina lagos housewife,Amina is always showing the rich housewife vibes.,Female,hair:red; eyes: blue; teeth: none; clothing: blue and yellow ankara; accessories: none; expression: straight face; strength: fashionista; weakness: exorbitant ,5612f542-d85e-4a2c-8661-20553dfd07bf,56f7ed0c9bc7bc98533b4799001d4323ebca790bdfaef95be080da312ac548d7
,263,kiekie-the-asoebibella,kiekie the asoebibella,Kiekie is classfied as the life of the party.,Female,hair: purple; eyes: grey; teeth: none; clothing: blue and yellow ankara; accessories: none; expression: smile; strength: helpful; weakness: none,097014d5-0ef3-46f5-9a9b-5c01f70114b3,df7c5c59371d2a9f0389a6877918f5cd07424bf8dfb764fddb1e9da2b436a15d
,264,kunle-the-hunter,kunle the hunter,Kunle goes for the best and hits all his targets at bull's eye.,Male,hair:black; eyes: blue; teeth: none; clothing: one handed yellow ankara; accessories: none; expression: smile; strength: fast; weakness: cannot speak english,b0310fc2-4bed-48e5-abfc-566c964786d7,104480063cb0e71d1c9170c260a88eff647ad0dab9eee7c7c87367ad2f7a0c95
,265,amara-the-hairstylist,amara the hairstylist,Amara is truly your one stop shop for all your hair & beauty needs.,Female,hair:purple; eyes: grey; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: multitasker; weakness: unfriendly,412345b9-7e04-4102-af7c-5458721ac64d,62b1204bd570fd650104c7390fef080721a861ecbad1e14d9850aaf6b6caebce
,266,mary-nail-technician,mary nail technician,Mary makes magic with her press-on nails.,Female,hair:red; eyes: grey; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: hustler; weakness: uncoordinated,17ea9c3b-c90f-4023-84d6-d563c098b030,e277653239a4c466edda32dfe618ce44052489a9cfb84e2f8cb2aabf9edd6ee4
,267,odogwu-oil-contractor,odogwu oil contractor,"From malaysia to kaduna, odogwu's oil is known.",Male,hair:black; eyes: black with glasses; teeth: none; clothing: brown and gold guniea; accessories: none; expression: none; strength: hustler; weakness: taking criticism ,b503bbfb-f972-4d4a-9352-e9dfe6671d36,6a9c1159991cc93a7c92225dc5c4b90e500a54a4a5b4c6db19273d3122e17dae
,268,simisola-the-kenteprincess,simisola the kenteprincess,Simisola rocks kente even in swim outfits.,Female,hair:brown; eyes: blue; teeth: none; clothing: multicolour yellow kente; accessories: none; expression: smiling; strength: patience; weakness: self-criticism,45843017-b421-4413-8e35-7a6ef073f2b9,4f9558a98242443f630dd0dc232f7dee06d3c2004a77c05062e95106e42cb225
,269,mariam-beauty-queen,mariam beauty queen,Beauty is a fairy tale where mariam appears.,Female,hair:orange; eyes: grey; teeth: none; clothing: multicolour yellow kente; accessories: none; expression: straight face; strength: disciplined; weakness: inability to delegate,b7d96d97-84c2-485f-b60e-e4e86c4d3b34,5fa29e0565fc2feaa4fad52555b25d9cb8fa860935cb3812ca63c8b5b283cc22
,270,obinna-the-musician,obinna the musician,Obinna might never be an a-list artist.,Male,hair:black; eyes: black with glasses; teeth: none; clothing: red v-neck ankara; accessories: none; expression: none; strength: delegation; weakness: lack of experience,afdb0299-327c-46b2-9262-faf90f0fcd12,e16941d7629878171921155f91b4154ee52425704c15a3bd9ae135597df94c69
,271,sandra-the-shybaby,sandra the shybaby,Sandra is a shy woman even at parties.,Female,hair:orange; eyes: blue; teeth: none; clothing: yellow off shoulder; accessories: none; expression: none; strength: friendly; weakness: shyness,bfed40a8-74f7-4ada-ae18-975130247efa,328f7c4ad758bfcfba977ee961eb711554f8fb940c207da6c922a56475ee0552
,272,chiamaka-the-dancer,chiamaka the dancer,Chiamaka dances so well and earned the guinness world record.,Female,hair:black; eyes: grey; teeth: none; clothing: yellow off shoulder; accessories: none; expression: none; strength: creativity; weakness: lack of confidence,43c49497-8d7b-42ef-bb29-769f6c3b0ada,10a6179dd00cf60c791ff53cad6af8fb45b607af89ed2629b5a5b428fbf0af9e
,273,mensah-fashion-icon,mensah fashion icon,Mensah outfits are always giving us christopher hemsworth vibes.,Male,hair:black; eyes: black with glasses; teeth: none; clothing: gold with kente; accessories: none; expression: none; strength: public speaking; weakness: lack of experience,87ada09b-38ac-475c-8d46-18680c2dc795,e57dd951c95d2a0457bbb342bc79971362b95bde16ba4ab7f9620ac96b6b9293
,274,lucy-the-fumigator,lucy the fumigator,Lucy is nicknamed the pest exterminator.,Female,hair:red; eyes: blue; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: determination; weakness: self-criticism,c7269d44-aab3-41e7-a54f-18a14f575a6b,408bdbe427d45f679e63beba46fba076805af7d11b0ec6ee1eddae6ae503b763
,275,nneka-wedding-planner,nneka wedding planner,Nneka plans the best weddings with great details.,Female,hair:brown braids; eyes: grey; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: hard worker; weakness:analytical skills,31ac6b7a-e378-4dc3-999d-b9e8d8473f99,668b76006dcc22e87c26bdb035089400dcce88fe107fc4a133aa0def034655ee
,276,shakira-the-gangster,shakira the gangster,Shakira is the most feared criminal.,Female,hair:brown braids; eyes: grey; teeth: none; clothing: gold and brown; accessories: none; expression: none; strength: intentional; weakness: rash in decision making,dbdc1351-aa07-46e2-935f-2db071b1b23d,0bbec022bbe65b1d55184d1a7fb7ff38e39b8c30ff5997fff6111e0fd64c2b45
,277,lola-afropopping-princess,lola afropopping princess,Lola loves to lick lollipops like; she is everyones afropop queen.,Female,hair:brown afro; eyes: closed; teeth: none; clothing: black ankara; accessories: none; expression: none; strength: great communicator; weakness:writing,2f5cadae-e423-4478-8220-37b3ac144169,6b7f2229d11c5f8316eed3a45d07c8c07b22b04aaf25d97ab1380395fde2e185
,278,sharon-walking-dead,sharon walking dead,sharon cannot work under pressure; she is a soft babe.,Female,hair:dark brown; eyes: closed; teeth: open teeth; clothing: blue ankara; accessories: none; expression: loud; strength: people skills; weakness:empathy,1fc37341-7dd1-480c-a01b-a63bee0a2230,628d24a34c34969cbd1fa20a39a9fc5fda10743ce844bb88ae05c5c2635f44bb
,279,olivia-great-teacher,olivia great teacher,Students enjoys olivia's classes.,Female,hair:dark brown; eyes: closed; teeth: none; clothing: multicolour ankara; accessories: none; expression: none; strength: empathy; weakness: computer literacy ,cfc4419e-bd46-40f6-9654-632ac1138ff1,be500b14e8ec0447dcb3d4d7f484cb583ff29bd4b89337754fbdab22995dd418
,280,nicole-sleep-warrior,nicole sleep warrior,"Nicole holds the sleep award in our community, she wouldn't wake up at the sound of a detonated nuclear bomb.",Female,hair:black; eyes: closed; teeth: none; clothing: multicolour ankara with red base; accessories: none; expression: none; strength: leadership; weakness: initiative ,710ae821-4603-4124-bd60-a33b515b3b8d,29cd46b604daf5159528ab85883bccc5a075a9a4fbc4e220e0a7d1049e4e5e6a
,281,busola-the-shakara,busola the shakara,She is a fashion icon that loves luxurious items.,Female,hair: brown; eyes: shades; teeth: closed; clothing: yellow and blue ankara; accessories: shades; expression: passive; strength: confident; weakness: over spending,ec4a855a-5ceb-4f1b-bbd7-a995aa45e875,45f546179d1de53e58840af8f37b3292f68210cf854ae7f2d70292654558f9f9
,282,bella-the-artist,bella the artist,A lady that host a fashion week show,Female,hair: blond; eyes: shades; teeth: closed; clothing: black and yellow ankara; accessories: shades; expression: straight face; strength: creativity; weakness: perfectionist,48772412-dacb-4984-9e82-8d24fe101265,56669e4dd29e4c5e8185d7d3936e4c3f1898bd4d4483bfae9bf2586dfa3d237a
,283,queen-the-extrovert,queen the extrovert,A woman who enjoys being high all the time,Female,hair: brown; eyes: shades; teeth: closed; clothing: multi colored ankara; accessories: shades and smoking pipe; expression: sassy; strength: self assured; weakness: conceited,1712532a-20d9-4ccb-8582-bffd76c9fb67,7123cbfef958dd7e555aedd5e065f3f513bf56e30e7d3de0d533a104e80653d8
,284,mary-toxic-lady,mary toxic lady,A lady who is toxic around people,Female,hair: two buns; eyes: shades; teeth: white; clothing: animal prints; accessories: shades; expression: angry; strength: bully; weakness: insecurity,bc31af8d-c45d-4797-adfc-596fb22e4e3a,9fcbc7cc48f818222587a794bb6391e4cecdca0d659eec202b5c0e28c452e9b2
,285,elizabeth-the-richkid,elizabeth the richkid,A university undergraduate from a rich background,Male,hair: blond; eyes: shades; teeth: closed; clothing: blacktop; accessories: shades; expression: straight face; strength: wealth; weakness: lack of real friends,21fad782-1b6f-4c2d-b157-9fdb9355c876,b0339703fef76ee95ac32c8c2de2825be979fee0a49fbaf351799080cff3ddc3
,286,larry-the-westerner,larry the westerner,A Yoruba Man who smokes his pipe in peace,Male,hair: covered; eyes: white; teeth: closed; clothing: purple and yellow agbada; accessories: cap and smoking pipe; expression: passive; strength: likes to be in control; weakness: lazy,d4984fa6-dabf-409f-839f-76742ec71500,2d67efa3ede4477c97e6d853ed39e69989031d6a04ed153f813e2a04bab05c1c
,287,danjuma-the-shocked,danjuma the shocked,A pensioneer who got told his bank is on distress,Male,hair: covered; eyes: white; teeth: white; clothing: wrapper across one shoulder; accessories: cap; expression: shocked; strength: hard worker; weakness: shyness,0187ca7f-f3b1-42ae-9e17-c46d58617608,b21d0a5f949bf8f0c6cca69567524de884b2ba49687b42fd66a9941fa6bbe2e9
,288,yomi-the-fashionista,yomi the fashionista,Winner of the Lagos GT Bank fashion week.,Male,hair: covered; eyes: white; teeth: white; clothing: wrapper across one shoulder; accessories: cap; expression: shocked; strength: hard worker; weakness: lack of wealth,16d256ba-dc4e-4559-ae41-59779f351ad3,5866ab186d49d108ecf234ec3e50295007f406add9814c0815d1210fdd2f8c7f
,289,ibu-the-importer,ibu the importer,A rich man who steps on people's toes,Male,hair: covered; eyes: light blue; teeth: white and a gold tooth; clothing: isi-agu; accessories: cap; expression: straight face; strength: wealth; weakness: irrational,d3edc876-3f2f-4699-a376-0787bb06c5d5,0fe1da42bb1b78f88049e90ffb6930b8fe23c4ed307672b80a0a5569973ab365
,290,massa-the-ghanian,massa the ghanian,A rich trader who loves giving back to the community,Male,hair: covered; eyes: closed; teeth: white; clothing: akan; accessories: cap; expression: happy; strength: wealth; weakness: irrational,9a9a5fbd-7a3c-469c-95f2-50303c2e9fc8,e3a8c9f723ca9e2a9e9b107d5ff5fd82dfa27e985bed278253491678060f34bf
,291,james-the-musician,james the musician,A Nigerian based musician who host shows,Male,hair: brown; eyes: closed; teeth: white; clothing: akan; accessories: none; expression: happy; strength: good voice; weakness: womanizer,0d4ad447-3836-47cd-8387-066b200cda01,6e6d359096a2488e46ae903294ef6f9cff34bfb0e85e570dbdd2f55f478ddb28
,292,gbenga-titled-man,gbenga titled man,A chief who is very ambitious in his pursuits for fame,Male,hair: covered; eyes: light blue; teeth: white with a gold tooth; clothing: akan; accessories: none; expression: emotional; strength: friendly; weakness: deceitful,dc6c1a39-ec78-44ca-8296-68c6de7b5de4,c2c1e82a2514a66150b55148c575eb7e47bdddbb62b47e9746fea95d773c2d5b
,293,abaga-the-rapper,abaga the rapper,A flashy millionaire and a music rapper,Male,hair: covered;eyes: closed; teeth: white; clothing: dongri and yellow t-shirt; accessories: cap; expression: happy; strength: wealth; weakness: recklessness,c428411c-5a06-4b74-bd17-e53b76f9fc6c,340a7c6bfab21f94ff5207273393bb4429e4656146f4cbfe912b7e71dd0e90e4
,294,izuchukwu-the-fisherman,izuchukwu the fisherman,A fisherman who knows how to paddle well,Male,hair: covered; eyes: closed; teeth: white with a gap tooth; clothing: green shirt; accessories: cap; expression: dozzy; strength: great body-build; weakness: drunkard,15e1caf2-06b3-45d8-9b35-f95965b64e34,4d5bed184904937fdec6e2410fe5743291233f0c0f4f22c0826e5863e442af8c
,295,mark-the-philanthropist,mark the philanthropist,A London based philantropist.,Male,hair: brown; eyes: white; teeth: closed; clothing: white and blue shirt; accessories: none; expression: irritated; strength: philanthropist; weakness: anger issues,b48cbd98-96c2-4ec4-9d17-2c798be5b90f,d7950a81fa891961a5867c655c0d3a7268f08fb5df78b936f6a1ecd0be8074bf
,296,desmond-the-politician,desmond the politician,A young politician who just became a minister,Male,hair: covered; eyes: grey; teeth: closed; clothing: yellow and purple agbada; accessories: ila; expression: smirk; strength: team player; weakness: deceitful,c52d4fbb-622b-4e2b-85a9-1a1d0f3d97d6,c64df56c0d3e6753ea6d752e2ff73adc2c46a2eb80163f79d939ff8a58af6603
,297,okoro-the-bachelor,okoro the bachelor,A local palm wine tapper with hopes and dreams,Male,hair: covered; eyes: grey; teeth: white and a gold tooth; clothing: wrapper across one shoulder; accessories: cap; expression: pretense; strength: motivated; weakness: poor,e441439d-49a3-41eb-bf9d-3c7f98c268bf,c14dbad752f2bd33f2b1b9a5c113b63ddc223c0a2f7279bcb7e978d3c8bd41d4
,298,saro-the-clothemaker,saro the clothemaker,The yoruba man that stole the king's wife.,Male,hair: covered; eyes: grey; teeth: white; clothing: red and yellow agbada; accessories: cap; expression: straight face; strength: good-looking; weakness: womanizer,7e10af4e-1252-4f96-83a8-78411e152bae,9e79c29327e4f5f2ede389cfd8a7f2c805996acc165e25aaff5e128de1b44a20
,299,kalu-the-ichie,kalu the ichie,A man of wealth with afluence spreading all over the east,Male,hair: covered; eyes: sky-blue; teeth: white; clothing: orange plain and pattern shirt; accessories: cap; expression: happy; strength: wealth; weakness: pride,482ab247-73a4-4ff8-9172-732f3d0729b8,8153fe9968d4712c45f71ea5e67be19c9acf2663db04914145c721d6e5bcc500
,300,tamuno-the-prince,tamuno the prince,An Ijaw prince who is also the heir to the throne,Male,hair: covered; eyes: sky-blue; teeth: closed; clothing: akan;  accessories: cap; expression: straight-face; strength: caring; weakness: easily deceived,108447d1-f2d5-4816-8ebb-599286c3fabf,f1a6dcf95a73951e400a833aa648ad4ba71af69f0f96fd2560a26979509fc4dc
,301,wendy-the -banker,wendy the  banker,"Wendy loves working in the bank, as she gets to meet different people.",Female,hair: dark red; eyes: blue; teeth:none; clothing: blue and yellow ankara; accessories: none; expression: shocked; strength: none; weakness: none ,1d51d23f-912a-4616-b265-2a4fd8f48260,bcc8515a4204f73468be7df0a9d030eaf98f63b3d579967605f526ba05fbc83a
,302,uduak-the -dark horse,uduak the dark horse,Uduak looks innocent and has the whole apartment bugged,Female,hair: brown; eyes: blue; teeth:none; clothing: multi-colored ankara; accessories: none; expression: witty; strength: none; weakness: none ,4fc5ee8f-6b10-4a06-a799-317c9a8344e2,f45aa40c659962e4d65e808dc15ece5fb06ae202838858e21767325904c42e65
,303,timeyin-the -eccentic,timeyin the eccentic,Timeyin is as eccentric as they come with no care for others opinions,Female,hair: brown; eyes: blue; teeth:none; clothing: multi-colored ankara; accessories: smoking pipe; expression: high; strength: none; weakness: none ,55aa2446-52d0-4b4e-af61-788784a29d8d,f44049067901127aede378c69c3106f413e4dfc53d8cc50e5cbbb51ae0f8e229
,304,omawunmi-the -businesswoman,omawunmi the businesswoman,Omawunmi is a no-nonsense woman with a shop in idumota,Female,hair: pink; eyes: blue; teeth: white teeth; clothing: yellow ankara; accessories: none; expression: angry; strength: none; weakness: none ,678c63f7-69a5-4082-9dd2-cabf9234dbc4,0a77b97106c3460c78dd6ab0e3ab2277976021ba855544bffdc71172ef0f5375
,305,halima-the-housewife,halima the housewife,Halima loves to bake and cook for her children,Female,hair: brown; eyes: blue; teeth: none; clothing: ankara designed with yellow red and green; accessories: none; expression: tired; strength: none; weakness: none ,2275b7d4-fee8-483f-adfb-517ec3f25f3d,e50a3438583324858e8c382d5988fdd24fb52851f4784c4c4c8d5143dd09d224
,306,muna-the -block sister,muna the block sister,Muna loves to tell everyone in the block about her younger escapades,Female,hair: black; eyes: blue; teeth: none; clothing: wolf skin ankara; accessories: headgear; expression: shocked; strength: none; weakness: none ,86decb02-71e9-4826-bfdd-611db2f9d95e,3d17fcbcf41eff0137be03cb30ab1f13e584ba80b41a6ca016260d877295b74d
,307,stella-the -gossip,stella the gossip,Nobody gossips on the block like stella when smoking.,Female,hair: red; eyes: covered eyes; teeth: none; clothing: black ankara with bright design; accessories: none; expression: calm; strength: none; weakness: none ,9d6d17db-eca7-462c-b975-214a93198914,b4e4a1dc7d59c3e5b419c13017203cb5fe2a97b6eaba0a998252d45e7fc035c5
,308,agbani-the-wannabe,agbani the wannabe,Agbani loves to shop antique decorations for her mansion in Idi-Iroko.,Female,hair: purple hair; eyes: covered eyes; teeth: none; clothing: blue one-armed dress; accessories: none; expression: happy; strength: none; weakness: none ,baab2dff-73fc-44f8-9c1b-3473018a1e32,6be215a33608b90be4b818f3566083f12734d0e7643acc701420ec962c145139
,309,asante-the -warrior,asante the warrior,Asante came from a long line of warriors in Ghana.,Female,hair: pink braids; eyes: covered eyes; teeth: none; clothing: one-armed brightly colored dress; accessories: none; expression: calm; strength: none; weakness: none ,c7a25f63-441e-49db-9718-6f48dfcb6b7d,b44790ab69011e9c8b53e032834b29c702666cda0ac6175ea10f21985f84ea1c
,310,hilda-the -insomaniac,hilda the insomaniac,Hilda prefers to sleep during the day.,Female,hair: pink; eyes: covered eyes; teeth: none; clothing: multi colored ankara; accessories: none; expression:calm; strength: none; weakness: none,10d02fba-84c8-40bd-b7d6-f27d9431be7f,14c19f2b25213dc0fa1202589309fb145322bb9214183ead92111404761c9b39
,311,sisi yemi-the -street aunty,sisi yemi the street aunty,Sisi Yemi is everyone's favourite street aunty.,Female,hair: dark brown; eyes: brown eyes; teeth: none; clothing: blue and yellow ankara; accessories: none; expression: shocked; strength: none; weakness: none ,196bd3ac-165d-4c28-bb43-fdc4e95d3e7b,2813fc3dcf389e5fc209016654f737d5401670fc44c7de21cdc501b3e7a0f37b
,312,chiamaka-the -bully,chiamaka the bully,Chiamaka hates people in her business and likes to scare the kids on the block.,Female,hair: pink; eyes: brown; teeth: none; clothing: multi-colored ankara; accessories: smoking pipe; expression: strong; strength: none; weakness: none ,10f44a39-9d46-43e1-a650-b288fcef2564,458a2ab6caa4f4c3518b121a57b8c6e594ea71e90c2a664dbbbb7517b273eadb
,313,gift-the-fashionista,gift the fashionista,Gift has always been bold and that spreads to her fashion sense too.,Female,hair: brown; eyes: brown; teeth :none; clothing: multi-colored ankara; accessories: none; expression: witty; strength: none; weakness: none ,0775764b-bd66-45eb-95db-ed0bc3b4ce96,70e9558e50f6aeb990cd8db4c625c2d6b22b8af0f38c25b7d540b491ad7fbabf
,314,omoyene-the-weirdo,omoyene the weirdo,Omoyene likes to murmur to herself and talks about seeing ghosts.,Female,hair: brown; eyes: brown; teeth: none; clothing: yellow ankara; accessories: none; expression: calm; strength: none; weakness: none ,f937a43e-4068-4239-81fc-2d38b805bb24,40656f2832fa218ef4b72b0440f4da1ae844943523fc1b715cb30340a76ec573
,315,maria-the -freshface,maria the freshface,Maria likes to believe the world is sunshine and rainbows while blowing gum.,Female,hair: pink; eyes: brown eyes; teeth: white teeth; clothing: yellow green and red ankara; accessories: none; expression: furious; strength: none; weakness: none ,ad9e356a-eac3-4b88-ab26-d5b160480f79,79eda676140c3ff41cd45ce62abfc720115f95e1e1f3a78ab03c47807c869541
,316,monica-the -smoker,monica the smoker,Monica is never found without a pipe and loves to interject in every conversation.,Female,hair: grey; eyes: covered eyes; teeth: none; clothing: black ankara with bright designs; accessories: yellow glasses; expression: hip; strength: none; weakness: none ,328fcef2-81c3-4620-9446-c472ba7495ea,ccc8ac827842511a2766b277cfa762258d52ea2abf42f33123a00e91a1b0d39e
,317,janet -is always -found singing ,janet the singer,Janet is always found singing in whatever activity she’s doing.,Female,hair: purple; eyes: covered eyes; teeth: none; clothing: yellow and blue ankara; accessories: yellow glasses; expression: cool; strength: none; weakness: none ,50393214-af0c-4e21-88f7-5c031c46a8b4,be3ebc4194c06ded8de80f1f725f375aab8a12033adbbc8d1d59fbea660b9bad
,318,emi-the-reggae-girl,emi the reggae girl,EMi is a beautiful dancer; she rules the reggae world.,Female,hair:pink braids; eyes: covered eyes; teeth: none; clothing: multicolored ankara; accessories: yellow glasses; expression: happy; strength: none; weakness: none ,a5435181-91be-47eb-9df1-002115e1fbdd,649f10b1cdbc039b10b70704ebf476aa74f10ee5cf30a36fb8706e80e8c196f1
,319,aisha-love-the-life-of-the-party,aisha love the life of the party,Aisha always party during the weekend.,Female,hair: red; eyes: covered eyes; teeth: none; clothing: wolf skin ankara; accessories: yellow glasses; expression: hip; strength: none; weakness: none ,04eb2777-ccee-411d-be96-dfd02605b329,d7751a2cbef82af159c623eb692ef2e8accf1c2d4d19d6b43692279043bcb208
,320,amaka-the-tailor,amaka the tailor,She sews the most beautiful dress in the hood.,Female,hair: grey; eyes: covered eyes; teeth: none; clothing: black dress; accessories: yellow glasses; expression: happy; strength: none; weakness: none ,df0f57cd-1b63-4345-a5e3-1ee60d81d98c,31461c68071fa6ac130fe70fc2f8b60be19970d831591e25850bc3a62d069d4e
,321,omunyinyi-the-stoic,omunyinyi the stoic,Omunyinyi wears a Kitenge coat.,Male,hair: bald; eyes: teary; teeth: none; clothing: checked ankara; accessories: none; expression: teary; strength: powerful; weakness: self-loathing,c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab,e5869b7de606a3072c16974323b6e18c50cae2b638ed3d5010e5e18f9b44d2ef
,322,kamau-the-sleeper,kamau the sleeper,Kamau has his eyes closed as he meditates.,Male,hair: bald; eyes: closed; teeth:  none;  clothing: black ankara; accessories: none; expression: flat; strength: open to suggestion; weakness: always sleepy,20330f5c-40c2-4f6a-b9d8-d1d04fb97daf,23d708feb62e18521ecf23f1db76058429c711230a2fb2900d2d78dd96169e12
,323,mutiso-the-lastborn,mutiso the lastborn,Mutiso is masked up but dozes off while waiting for food. ,Male,hair: bald; eyes: closed; teeth: none;  clothing: yellow ankara; accessories: none;  expression: tired; strength: consistency; weakness: pessismist,0706c338-42eb-4d26-84ea-c24b39628200,424211ee2fbbe2b41954f50363b3a126dc0aef3ab526d8aa02472522f93f6bcd
,324,omondi-the-vegeterian,omondi the vegeterian,Omondi wears a green coat with lots of patterns. ,Male,hair: bald; eyes: sharp eyed; teeth: none;  clothing: green ankara; accessories: none; expression: alert; strength: leader; weakness: anxious,bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3,c754ab94fc9c85614c5e70cdfb0f0ab8da62bb181b749e616fa834ada2ce80c0
